# ----------------------------------------
# wiki.ubc.ca
# Top Events
# 20140311-20140410
# ----------------------------------------

Event Label,Total Events,Unique Events,Event Value,Avg. Value
20959,1,1,0,0.00
2097,1,1,0,0.00
209807,1,1,0,0.00
20992,1,1,0,0.00
21012,1,1,0,0.00
210344,1,1,0,0.00
210684,1,1,0,0.00
211053,1,1,0,0.00
211185,1,1,0,0.00
211370,1,1,0,0.00
21220,1,1,0,0.00
212282,1,1,0,0.00
212415,1,1,0,0.00
21261,1,1,0,0.00
21263,1,1,0,0.00
21264,1,1,0,0.00
2127,1,1,0,0.00
212765,1,1,0,0.00
2128,1,1,0,0.00
212879,1,1,0,0.00
213034,1,1,0,0.00
21314,1,1,0,0.00
213153,1,1,0,0.00
21328,1,1,0,0.00
21346,1,1,0,0.00
21369,1,1,0,0.00
21371,1,1,0,0.00
21390,1,1,0,0.00
214004,1,1,0,0.00
214745,1,1,0,0.00
21487,1,1,0,0.00
214911,1,1,0,0.00
21505,1,1,0,0.00
215425,1,1,0,0.00
215567,1,1,0,0.00
21579,1,1,0,0.00
21580,1,1,0,0.00
21613,1,1,0,0.00
21623,1,1,0,0.00
216289,1,1,0,0.00
21638,1,1,0,0.00
216430,1,1,0,0.00
21656,1,1,0,0.00
216715,1,1,0,0.00
216822,1,1,0,0.00
21688,1,1,0,0.00
216932,1,1,0,0.00
216988,1,1,0,0.00
21708,1,1,0,0.00
2171,1,1,0,0.00
21744,1,1,0,0.00
21747,1,1,0,0.00
21762,1,1,0,0.00
21763,1,1,0,0.00
21771,1,1,0,0.00
217742,1,1,0,0.00
21789,1,1,0,0.00
21811,1,1,0,0.00
2183284,1,1,0,0.00
218468,1,1,0,0.00
21853,1,1,0,0.00
218550,1,1,0,0.00
21857,1,1,0,0.00
218619,1,1,0,0.00
21870,1,1,0,0.00
219478,1,1,0,0.00
21948,1,1,0,0.00
21952,1,1,0,0.00
219664,1,1,0,0.00
21979,1,1,0,0.00
220025,1,1,0,0.00
22017,1,1,0,0.00
22026,1,1,0,0.00
2205,1,1,0,0.00
220625,1,1,0,0.00
2208,1,1,0,0.00
22115,1,1,0,0.00
221707,1,1,0,0.00
221828,1,1,0,0.00
221879,1,1,0,0.00
22191,1,1,0,0.00
221943,1,1,0,0.00
22204,1,1,0,0.00
22207,1,1,0,0.00
22212,1,1,0,0.00
22223,1,1,0,0.00
22225,1,1,0,0.00
22243,1,1,0,0.00
222439,1,1,0,0.00
222711,1,1,0,0.00
223106,1,1,0,0.00
2232,1,1,0,0.00
223317,1,1,0,0.00
223431,1,1,0,0.00
223552,1,1,0,0.00
223615,1,1,0,0.00
22383,1,1,0,0.00
22412,1,1,0,0.00
22426,1,1,0,0.00
224276,1,1,0,0.00
224467,1,1,0,0.00
22454,1,1,0,0.00
22458,1,1,0,0.00
224656,1,1,0,0.00
22483,1,1,0,0.00
2250,1,1,0,0.00
225642,1,1,0,0.00
22568,1,1,0,0.00
22593,1,1,0,0.00
22606,1,1,0,0.00
22636,1,1,0,0.00
22648,1,1,0,0.00
22663,1,1,0,0.00
22675,1,1,0,0.00
22679,1,1,0,0.00
226955,1,1,0,0.00
227270,1,1,0,0.00
2276,1,1,0,0.00
22762,1,1,0,0.00
227640,1,1,0,0.00
22770,1,1,0,0.00
228285,1,1,0,0.00
22829,1,1,0,0.00
22831,1,1,0,0.00
2286,1,1,0,0.00
22870,1,1,0,0.00
2290,1,1,0,0.00
22926,1,1,0,0.00
22989,1,1,0,0.00
22995,1,1,0,0.00
2300,1,1,0,0.00
23039,1,1,0,0.00
23052,1,1,0,0.00
23065,1,1,0,0.00
2309289,1,1,0,0.00
231204,1,1,0,0.00
2313,1,1,0,0.00
231334,1,1,0,0.00
231454,1,1,0,0.00
23149,1,1,0,0.00
231793,1,1,0,0.00
231878,1,1,0,0.00
231927,1,1,0,0.00
232227,1,1,0,0.00
232235,1,1,0,0.00
232402,1,1,0,0.00
232712,1,1,0,0.00
233034,1,1,0,0.00
23326,1,1,0,0.00
23387,1,1,0,0.00
2341,1,1,0,0.00
2344,1,1,0,0.00
234450,1,1,0,0.00
234514,1,1,0,0.00
23510,1,1,0,0.00
23553,1,1,0,0.00
235756,1,1,0,0.00
2358,1,1,0,0.00
23595,1,1,0,0.00
23596,1,1,0,0.00
23599,1,1,0,0.00
2368,1,1,0,0.00
23685,1,1,0,0.00
236992,1,1,0,0.00
23708,1,1,0,0.00
23709,1,1,0,0.00
2375,1,1,0,0.00
237589,1,1,0,0.00
23761,1,1,0,0.00
23762,1,1,0,0.00
237638,1,1,0,0.00
2380,1,1,0,0.00
23833,1,1,0,0.00
238371,1,1,0,0.00
2384,1,1,0,0.00
238419,1,1,0,0.00
238555,1,1,0,0.00
23863,1,1,0,0.00
238826,1,1,0,0.00
2389,1,1,0,0.00
2390,1,1,0,0.00
2391,1,1,0,0.00
239144,1,1,0,0.00
239162,1,1,0,0.00
239179,1,1,0,0.00
2392,1,1,0,0.00
23921,1,1,0,0.00
239378,1,1,0,0.00
23960,1,1,0,0.00
23987,1,1,0,0.00
239951,1,1,0,0.00
240021,1,1,0,0.00
24024,1,1,0,0.00
2402904,1,1,0,0.00
240298,1,1,0,0.00
24045,1,1,0,0.00
24056,1,1,0,0.00
24090061,1,1,0,0.00
2410,1,1,0,0.00
24100,1,1,0,0.00
24119,1,1,0,0.00
2414,1,1,0,0.00
24148,1,1,0,0.00
2416,1,1,0,0.00
24166,1,1,0,0.00
2424,1,1,0,0.00
242566,1,1,0,0.00
2429,1,1,0,0.00
2431,1,1,0,0.00
243339,1,1,0,0.00
24378,1,1,0,0.00
243894,1,1,0,0.00
24390,1,1,0,0.00
24407,1,1,0,0.00
244167,1,1,0,0.00
2443,1,1,0,0.00
24460,1,1,0,0.00
244778,1,1,0,0.00
24478,1,1,0,0.00
24485,1,1,0,0.00
245046,1,1,0,0.00
245107,1,1,0,0.00
245267,1,1,0,0.00
2454,1,1,0,0.00
245684,1,1,0,0.00
2459,1,1,0,0.00
2466,1,1,0,0.00
2468,1,1,0,0.00
2472,1,1,0,0.00
247454,1,1,0,0.00
247541,1,1,0,0.00
247607,1,1,0,0.00
2479,1,1,0,0.00
24811,1,1,0,0.00
248207,1,1,0,0.00
24857,1,1,0,0.00
2486,1,1,0,0.00
24861,1,1,0,0.00
24868,1,1,0,0.00
248766,1,1,0,0.00
24927,1,1,0,0.00
249625,1,1,0,0.00
24968,1,1,0,0.00
2499,1,1,0,0.00
24993,1,1,0,0.00
25005,1,1,0,0.00
250133,1,1,0,0.00
2503,1,1,0,0.00
25033,1,1,0,0.00
25040,1,1,0,0.00
250487,1,1,0,0.00
2505,1,1,0,0.00
250573,1,1,0,0.00
2506,1,1,0,0.00
250636,1,1,0,0.00
25073,1,1,0,0.00
25109,1,1,0,0.00
2511,1,1,0,0.00
25119,1,1,0,0.00
251308,1,1,0,0.00
25199,1,1,0,0.00
252044,1,1,0,0.00
2521,1,1,0,0.00
2522,1,1,0,0.00
252228,1,1,0,0.00
252955,1,1,0,0.00
2530,1,1,0,0.00
25300,1,1,0,0.00
253213,1,1,0,0.00
2533,1,1,0,0.00
25331,1,1,0,0.00
25332,1,1,0,0.00
253322,1,1,0,0.00
25345,1,1,0,0.00
25356,1,1,0,0.00
2536,1,1,0,0.00
253665,1,1,0,0.00
253757,1,1,0,0.00
25394,1,1,0,0.00
25396,1,1,0,0.00
25402,1,1,0,0.00
254034,1,1,0,0.00
25408,1,1,0,0.00
25431,1,1,0,0.00
25454,1,1,0,0.00
254666,1,1,0,0.00
255033,1,1,0,0.00
25569,1,1,0,0.00
255805,1,1,0,0.00
256091,1,1,0,0.00
25627,1,1,0,0.00
2564,1,1,0,0.00
25664,1,1,0,0.00
256706,1,1,0,0.00
25686,1,1,0,0.00
256890,1,1,0,0.00
257239,1,1,0,0.00
257278,1,1,0,0.00
2576,1,1,0,0.00
257695,1,1,0,0.00
25783,1,1,0,0.00
257874,1,1,0,0.00
25812,1,1,0,0.00
2582,1,1,0,0.00
258305,1,1,0,0.00
258317,1,1,0,0.00
258347,1,1,0,0.00
258371,1,1,0,0.00
258841,1,1,0,0.00
25919,1,1,0,0.00
259237,1,1,0,0.00
25927,1,1,0,0.00
259411,1,1,0,0.00
259634,1,1,0,0.00
25972,1,1,0,0.00
25984,1,1,0,0.00
2601,1,1,0,0.00
2603,1,1,0,0.00
260610,1,1,0,0.00
26081,1,1,0,0.00
26093,1,1,0,0.00
26107,1,1,0,0.00
26125,1,1,0,0.00
261307,1,1,0,0.00
261708,1,1,0,0.00
26176,1,1,0,0.00
2619,1,1,0,0.00
26190,1,1,0,0.00
261997,1,1,0,0.00
26202,1,1,0,0.00
26303,1,1,0,0.00
263093,1,1,0,0.00
26315,1,1,0,0.00
2632,1,1,0,0.00
263395,1,1,0,0.00
2635,1,1,0,0.00
263560,1,1,0,0.00
26357,1,1,0,0.00
26379,1,1,0,0.00
263806,1,1,0,0.00
264046,1,1,0,0.00
264183,1,1,0,0.00
26443,1,1,0,0.00
264783,1,1,0,0.00
2649,1,1,0,0.00
2650,1,1,0,0.00
26507,1,1,0,0.00
265571,1,1,0,0.00
26582,1,1,0,0.00
266075,1,1,0,0.00
266131,1,1,0,0.00
26644,1,1,0,0.00
26696,1,1,0,0.00
2671,1,1,0,0.00
26716,1,1,0,0.00
26718,1,1,0,0.00
2672,1,1,0,0.00
267284,1,1,0,0.00
267390,1,1,0,0.00
267738,1,1,0,0.00
26781,1,1,0,0.00
267863,1,1,0,0.00
2680,1,1,0,0.00
2683,1,1,0,0.00
26839,1,1,0,0.00
26856,1,1,0,0.00
268675,1,1,0,0.00
2692,1,1,0,0.00
26938,1,1,0,0.00
2699,1,1,0,0.00
270300,1,1,0,0.00
27041,1,1,0,0.00
27049,1,1,0,0.00
2709,1,1,0,0.00
271389,1,1,0,0.00
2714,1,1,0,0.00
27141,1,1,0,0.00
27172,1,1,0,0.00
2720,1,1,0,0.00
2721,1,1,0,0.00
27238,1,1,0,0.00
27246,1,1,0,0.00
272635,1,1,0,0.00
272650,1,1,0,0.00
272832,1,1,0,0.00
273253,1,1,0,0.00
27343,1,1,0,0.00
27354,1,1,0,0.00
27357,1,1,0,0.00
274114,1,1,0,0.00
27422,1,1,0,0.00
2743,1,1,0,0.00
274492,1,1,0,0.00
27458,1,1,0,0.00
2747,1,1,0,0.00
275934,1,1,0,0.00
2761,1,1,0,0.00
2764,1,1,0,0.00
2765,1,1,0,0.00
27656,1,1,0,0.00
276593,1,1,0,0.00
2767,1,1,0,0.00
276759,1,1,0,0.00
2769,1,1,0,0.00
2771,1,1,0,0.00
277365,1,1,0,0.00
27746,1,1,0,0.00
2775,1,1,0,0.00
27759,1,1,0,0.00
2777,1,1,0,0.00
2783,1,1,0,0.00
2786,1,1,0,0.00
278715,1,1,0,0.00
27876,1,1,0,0.00
279092,1,1,0,0.00
27912,1,1,0,0.00
27915,1,1,0,0.00
27921,1,1,0,0.00
279230,1,1,0,0.00
2794,1,1,0,0.00
2796,1,1,0,0.00
279954,1,1,0,0.00
2800,1,1,0,0.00
280008,1,1,0,0.00
2802,1,1,0,0.00
28041,1,1,0,0.00
280585,1,1,0,0.00
28067,1,1,0,0.00
28136,1,1,0,0.00
281711,1,1,0,0.00
282067,1,1,0,0.00
28207,1,1,0,0.00
2821,1,1,0,0.00
28212,1,1,0,0.00
282249,1,1,0,0.00
28264,1,1,0,0.00
2828,1,1,0,0.00
28286,1,1,0,0.00
28314,1,1,0,0.00
28320,1,1,0,0.00
2833,1,1,0,0.00
283387,1,1,0,0.00
28349,1,1,0,0.00
283946,1,1,0,0.00
2840,1,1,0,0.00
28406,1,1,0,0.00
28421,1,1,0,0.00
2844022,1,1,0,0.00
28455,1,1,0,0.00
284754,1,1,0,0.00
2852,1,1,0,0.00
2856,1,1,0,0.00
28593,1,1,0,0.00
285948,1,1,0,0.00
2860,1,1,0,0.00
2861,1,1,0,0.00
28634,1,1,0,0.00
28658,1,1,0,0.00
28659,1,1,0,0.00
28676,1,1,0,0.00
2869,1,1,0,0.00
2872,1,1,0,0.00
2874,1,1,0,0.00
28795,1,1,0,0.00
288054,1,1,0,0.00
2881186,1,1,0,0.00
288197,1,1,0,0.00
288400,1,1,0,0.00
288542,1,1,0,0.00
2886,1,1,0,0.00
288622,1,1,0,0.00
2890,1,1,0,0.00
28905,1,1,0,0.00
28927,1,1,0,0.00
28939,1,1,0,0.00
289614,1,1,0,0.00
29037,1,1,0,0.00
2908,1,1,0,0.00
290995,1,1,0,0.00
29136,1,1,0,0.00
2917,1,1,0,0.00
2920,1,1,0,0.00
29203,1,1,0,0.00
2921,1,1,0,0.00
2925,1,1,0,0.00
2927,1,1,0,0.00
29280,1,1,0,0.00
29284,1,1,0,0.00
2934,1,1,0,0.00
29355,1,1,0,0.00
29387,1,1,0,0.00
2944,1,1,0,0.00
29440,1,1,0,0.00
294416,1,1,0,0.00
29443,1,1,0,0.00
294513,1,1,0,0.00
29473,1,1,0,0.00
295131,1,1,0,0.00
29547,1,1,0,0.00
29602,1,1,0,0.00
29608,1,1,0,0.00
2963,1,1,0,0.00
2964,1,1,0,0.00
2966076,1,1,0,0.00
29696,1,1,0,0.00
297283,1,1,0,0.00
29738,1,1,0,0.00
2978,1,1,0,0.00
29796,1,1,0,0.00
2980,1,1,0,0.00
29810,1,1,0,0.00
298268,1,1,0,0.00
298331,1,1,0,0.00
298342,1,1,0,0.00
2984,1,1,0,0.00
29865,1,1,0,0.00
2987705,1,1,0,0.00
29888,1,1,0,0.00
29903,1,1,0,0.00
29910,1,1,0,0.00
2992,1,1,0,0.00
29924,1,1,0,0.00
2994,1,1,0,0.00
29956,1,1,0,0.00
2996,1,1,0,0.00
300244,1,1,0,0.00
3005,1,1,0,0.00
30069,1,1,0,0.00
301296,1,1,0,0.00
301558,1,1,0,0.00
30165,1,1,0,0.00
30177,1,1,0,0.00
302097,1,1,0,0.00
3026,1,1,0,0.00
302723,1,1,0,0.00
30275,1,1,0,0.00
3029,1,1,0,0.00
3030,1,1,0,0.00
3031,1,1,0,0.00
30317,1,1,0,0.00
30360,1,1,0,0.00
3037,1,1,0,0.00
3039,1,1,0,0.00
30392,1,1,0,0.00
30405,1,1,0,0.00
30429,1,1,0,0.00
304302,1,1,0,0.00
30451,1,1,0,0.00
3047,1,1,0,0.00
3048,1,1,0,0.00
3049,1,1,0,0.00
30621,1,1,0,0.00
30625,1,1,0,0.00
306696,1,1,0,0.00
3068,1,1,0,0.00
3069,1,1,0,0.00
3070,1,1,0,0.00
307256,1,1,0,0.00
307505,1,1,0,0.00
307640,1,1,0,0.00
3084,1,1,0,0.00
30871,1,1,0,0.00
309180,1,1,0,0.00
309303,1,1,0,0.00
3096,1,1,0,0.00
3099,1,1,0,0.00
3100,1,1,0,0.00
3102,1,1,0,0.00
31109,1,1,0,0.00
3113,1,1,0,0.00
311490,1,1,0,0.00
31156,1,1,0,0.00
3116,1,1,0,0.00
3117,1,1,0,0.00
31180,1,1,0,0.00
31192,1,1,0,0.00
31198,1,1,0,0.00
311986,1,1,0,0.00
3120,1,1,0,0.00
3122,1,1,0,0.00
31242,1,1,0,0.00
312486,1,1,0,0.00
312795,1,1,0,0.00
3129,1,1,0,0.00
3131,1,1,0,0.00
3133,1,1,0,0.00
31345,1,1,0,0.00
31387,1,1,0,0.00
31392,1,1,0,0.00
314136,1,1,0,0.00
3144,1,1,0,0.00
3146,1,1,0,0.00
314797,1,1,0,0.00
3150,1,1,0,0.00
31505,1,1,0,0.00
315086,1,1,0,0.00
3151897,1,1,0,0.00
315230,1,1,0,0.00
31527,1,1,0,0.00
31530,1,1,0,0.00
315575,1,1,0,0.00
3156,1,1,0,0.00
31563,1,1,0,0.00
315670,1,1,0,0.00
31663,1,1,0,0.00
31679,1,1,0,0.00
31726,1,1,0,0.00
31746,1,1,0,0.00
3178,1,1,0,0.00
31793,1,1,0,0.00
31800,1,1,0,0.00
3182,1,1,0,0.00
318239,1,1,0,0.00
3187,1,1,0,0.00
318839,1,1,0,0.00
318902,1,1,0,0.00
318960,1,1,0,0.00
31899,1,1,0,0.00
3192,1,1,0,0.00
3194,1,1,0,0.00
319469,1,1,0,0.00
31947,1,1,0,0.00
3199,1,1,0,0.00
32030,1,1,0,0.00
32033,1,1,0,0.00
3208152,1,1,0,0.00
3210,1,1,0,0.00
32125,1,1,0,0.00
3213,1,1,0,0.00
32171,1,1,0,0.00
3218,1,1,0,0.00
3220,1,1,0,0.00
3221,1,1,0,0.00
322283,1,1,0,0.00
322343,1,1,0,0.00
3225,1,1,0,0.00
32278,1,1,0,0.00
3229,1,1,0,0.00
323070,1,1,0,0.00
323467,1,1,0,0.00
3237,1,1,0,0.00
3240,1,1,0,0.00
3244,1,1,0,0.00
32472,1,1,0,0.00
324833,1,1,0,0.00
32497,1,1,0,0.00
3251,1,1,0,0.00
325138,1,1,0,0.00
32515,1,1,0,0.00
32527,1,1,0,0.00
3260,1,1,0,0.00
3263672,1,1,0,0.00
3265,1,1,0,0.00
3266,1,1,0,0.00
327103,1,1,0,0.00
32713,1,1,0,0.00
3272,1,1,0,0.00
32729,1,1,0,0.00
32784,1,1,0,0.00
328038,1,1,0,0.00
328120,1,1,0,0.00
3282,1,1,0,0.00
328346,1,1,0,0.00
32845,1,1,0,0.00
32850,1,1,0,0.00
328531,1,1,0,0.00
328814,1,1,0,0.00
3302,1,1,0,0.00
33040,1,1,0,0.00
3308,1,1,0,0.00
331091,1,1,0,0.00
3312,1,1,0,0.00
3313,1,1,0,0.00
33147,1,1,0,0.00
3322,1,1,0,0.00
3323,1,1,0,0.00
332301,1,1,0,0.00
33285,1,1,0,0.00
33293,1,1,0,0.00
33303,1,1,0,0.00
33310,1,1,0,0.00
33331,1,1,0,0.00
33335,1,1,0,0.00
3336,1,1,0,0.00
33398,1,1,0,0.00
334262,1,1,0,0.00
334316,1,1,0,0.00
3346,1,1,0,0.00
3347,1,1,0,0.00
33471,1,1,0,0.00
334822,1,1,0,0.00
335160,1,1,0,0.00
3356,1,1,0,0.00
3360,1,1,0,0.00
336122,1,1,0,0.00
336213,1,1,0,0.00
3365,1,1,0,0.00
33660,1,1,0,0.00
33674,1,1,0,0.00
3369,1,1,0,0.00
33707,1,1,0,0.00
3372,1,1,0,0.00
3375,1,1,0,0.00
3377,1,1,0,0.00
3379,1,1,0,0.00
3382,1,1,0,0.00
3384,1,1,0,0.00
33870,1,1,0,0.00
338964,1,1,0,0.00
339114,1,1,0,0.00
340170,1,1,0,0.00
3403,1,1,0,0.00
34041,1,1,0,0.00
34080,1,1,0,0.00
34112,1,1,0,0.00
341218,1,1,0,0.00
3414,1,1,0,0.00
3417,1,1,0,0.00
3423,1,1,0,0.00
3425,1,1,0,0.00
34254,1,1,0,0.00
34268,1,1,0,0.00
34321,1,1,0,0.00
343418,1,1,0,0.00
343686,1,1,0,0.00
34369,1,1,0,0.00
344456,1,1,0,0.00
3446,1,1,0,0.00
34474,1,1,0,0.00
3448,1,1,0,0.00
3453,1,1,0,0.00
34577,1,1,0,0.00
34590,1,1,0,0.00
3460,1,1,0,0.00
34616,1,1,0,0.00
34651,1,1,0,0.00
346665,1,1,0,0.00
34678,1,1,0,0.00
3469,1,1,0,0.00
3470,1,1,0,0.00
34708,1,1,0,0.00
3477,1,1,0,0.00
3480,1,1,0,0.00
3486,1,1,0,0.00
3488,1,1,0,0.00
34909,1,1,0,0.00
34921,1,1,0,0.00
349400,1,1,0,0.00
349792,1,1,0,0.00
34980,1,1,0,0.00
350322,1,1,0,0.00
35089,1,1,0,0.00
35100,1,1,0,0.00
3518,1,1,0,0.00
3519,1,1,0,0.00
352078,1,1,0,0.00
352157,1,1,0,0.00
352198,1,1,0,0.00
35244,1,1,0,0.00
35248,1,1,0,0.00
3525,1,1,0,0.00
3526,1,1,0,0.00
352621,1,1,0,0.00
35273,1,1,0,0.00
35299,1,1,0,0.00
35304,1,1,0,0.00
353475,1,1,0,0.00
353703,1,1,0,0.00
354752,1,1,0,0.00
3549,1,1,0,0.00
3551,1,1,0,0.00
3553,1,1,0,0.00
3555,1,1,0,0.00
3558,1,1,0,0.00
3561,1,1,0,0.00
356172,1,1,0,0.00
35630,1,1,0,0.00
3568,1,1,0,0.00
3574,1,1,0,0.00
35749,1,1,0,0.00
357614,1,1,0,0.00
3578,1,1,0,0.00
3580,1,1,0,0.00
358055,1,1,0,0.00
3584,1,1,0,0.00
358859,1,1,0,0.00
3589,1,1,0,0.00
3590,1,1,0,0.00
359040,1,1,0,0.00
3592,1,1,0,0.00
359317,1,1,0,0.00
35962,1,1,0,0.00
359915,1,1,0,0.00
3602,1,1,0,0.00
36055,1,1,0,0.00
360623,1,1,0,0.00
3607,1,1,0,0.00
36073,1,1,0,0.00
36077,1,1,0,0.00
360852,1,1,0,0.00
3609,1,1,0,0.00
36100,1,1,0,0.00
361489,1,1,0,0.00
36169,1,1,0,0.00
3618,1,1,0,0.00
362139,1,1,0,0.00
3622,1,1,0,0.00
36235,1,1,0,0.00
3624,1,1,0,0.00
3627,1,1,0,0.00
36318,1,1,0,0.00
3632,1,1,0,0.00
36332,1,1,0,0.00
3635,1,1,0,0.00
36356,1,1,0,0.00
36378,1,1,0,0.00
36396,1,1,0,0.00
3640,1,1,0,0.00
3648,1,1,0,0.00
36487,1,1,0,0.00
364892,1,1,0,0.00
36494,1,1,0,0.00
36501,1,1,0,0.00
3653,1,1,0,0.00
36546,1,1,0,0.00
3655,1,1,0,0.00
3656,1,1,0,0.00
365723,1,1,0,0.00
3659,1,1,0,0.00
3666,1,1,0,0.00
367111,1,1,0,0.00
367396,1,1,0,0.00
3674,1,1,0,0.00
3677,1,1,0,0.00
36770,1,1,0,0.00
367715,1,1,0,0.00
367815,1,1,0,0.00
36840,1,1,0,0.00
36886,1,1,0,0.00
3689,1,1,0,0.00
368968,1,1,0,0.00
3690,1,1,0,0.00
3695,1,1,0,0.00
36966,1,1,0,0.00
36969,1,1,0,0.00
36981,1,1,0,0.00
3700,1,1,0,0.00
3702,1,1,0,0.00
3704,1,1,0,0.00
37041,1,1,0,0.00
370457,1,1,0,0.00
3706,1,1,0,0.00
370646,1,1,0,0.00
37102,1,1,0,0.00
371895,1,1,0,0.00
3719,1,1,0,0.00
371957,1,1,0,0.00
37209,1,1,0,0.00
37230,1,1,0,0.00
37237,1,1,0,0.00
3727,1,1,0,0.00
373150,1,1,0,0.00
3731633,1,1,0,0.00
37321,1,1,0,0.00
37332,1,1,0,0.00
3734,1,1,0,0.00
373645,1,1,0,0.00
3738,1,1,0,0.00
374127,1,1,0,0.00
374198,1,1,0,0.00
3743,1,1,0,0.00
37437,1,1,0,0.00
374729,1,1,0,0.00
37478,1,1,0,0.00
3751,1,1,0,0.00
37521,1,1,0,0.00
3754,1,1,0,0.00
3757,1,1,0,0.00
375798,1,1,0,0.00
375900,1,1,0,0.00
3760,1,1,0,0.00
3766,1,1,0,0.00
3777,1,1,0,0.00
3778,1,1,0,0.00
37803,1,1,0,0.00
3782,1,1,0,0.00
37849,1,1,0,0.00
3786,1,1,0,0.00
3789,1,1,0,0.00
37892,1,1,0,0.00
37893,1,1,0,0.00
37899,1,1,0,0.00
379349,1,1,0,0.00
37964,1,1,0,0.00
379695,1,1,0,0.00
3800,1,1,0,0.00
38001,1,1,0,0.00
38009,1,1,0,0.00
3801,1,1,0,0.00
38015,1,1,0,0.00
38027,1,1,0,0.00
38033,1,1,0,0.00
3804,1,1,0,0.00
3806,1,1,0,0.00
38087,1,1,0,0.00
381025,1,1,0,0.00
381207,1,1,0,0.00
38145,1,1,0,0.00
381691,1,1,0,0.00
3820,1,1,0,0.00
3821,1,1,0,0.00
38219,1,1,0,0.00
3823,1,1,0,0.00
38250,1,1,0,0.00
3828,1,1,0,0.00
384107,1,1,0,0.00
38419,1,1,0,0.00
3842,1,1,0,0.00
3848,1,1,0,0.00
38512,1,1,0,0.00
3852,1,1,0,0.00
38535,1,1,0,0.00
3855,1,1,0,0.00
385501,1,1,0,0.00
3856,1,1,0,0.00
38575,1,1,0,0.00
386046,1,1,0,0.00
3864,1,1,0,0.00
38649,1,1,0,0.00
38662,1,1,0,0.00
386739,1,1,0,0.00
386913,1,1,0,0.00
386979,1,1,0,0.00
3871,1,1,0,0.00
3872,1,1,0,0.00
387369,1,1,0,0.00
38755,1,1,0,0.00
38758,1,1,0,0.00
3879,1,1,0,0.00
38800,1,1,0,0.00
388137,1,1,0,0.00
3882,1,1,0,0.00
3891,1,1,0,0.00
3896,1,1,0,0.00
3901,1,1,0,0.00
390467,1,1,0,0.00
3905,1,1,0,0.00
3910,1,1,0,0.00
39132,1,1,0,0.00
391534,1,1,0,0.00
391667,1,1,0,0.00
39176,1,1,0,0.00
39230,1,1,0,0.00
3924,1,1,0,0.00
392557,1,1,0,0.00
3926,1,1,0,0.00
392822,1,1,0,0.00
392971,1,1,0,0.00
3934,1,1,0,0.00
39341,1,1,0,0.00
39357,1,1,0,0.00
3936,1,1,0,0.00
3939,1,1,0,0.00
39404,1,1,0,0.00
394412,1,1,0,0.00
394416,1,1,0,0.00
39448,1,1,0,0.00
3945,1,1,0,0.00
3948,1,1,0,0.00
3949,1,1,0,0.00
39548,1,1,0,0.00
39566,1,1,0,0.00
395751,1,1,0,0.00
39620,1,1,0,0.00
39634,1,1,0,0.00
3964,1,1,0,0.00
39670,1,1,0,0.00
3971,1,1,0,0.00
39755,1,1,0,0.00
3981,1,1,0,0.00
3987,1,1,0,0.00
398731,1,1,0,0.00
398827,1,1,0,0.00
399523,1,1,0,0.00
3997,1,1,0,0.00
400318,1,1,0,0.00
40056,1,1,0,0.00
400666,1,1,0,0.00
4007,1,1,0,0.00
4009,1,1,0,0.00
40099,1,1,0,0.00
4013,1,1,0,0.00
40134,1,1,0,0.00
4015,1,1,0,0.00
401732,1,1,0,0.00
40193,1,1,0,0.00
4020,1,1,0,0.00
4022,1,1,0,0.00
4023,1,1,0,0.00
40289,1,1,0,0.00
403173,1,1,0,0.00
403636,1,1,0,0.00
40367,1,1,0,0.00
4038,1,1,0,0.00
4042,1,1,0,0.00
4043,1,1,0,0.00
40450,1,1,0,0.00
40493,1,1,0,0.00
404985,1,1,0,0.00
4051,1,1,0,0.00
4055,1,1,0,0.00
40562,1,1,0,0.00
4058,1,1,0,0.00
40589,1,1,0,0.00
4059,1,1,0,0.00
40603,1,1,0,0.00
40649,1,1,0,0.00
40669,1,1,0,0.00
4070,1,1,0,0.00
40715,1,1,0,0.00
40719,1,1,0,0.00
4073,1,1,0,0.00
40765,1,1,0,0.00
40782,1,1,0,0.00
40802,1,1,0,0.00
4084,1,1,0,0.00
4087,1,1,0,0.00
40967,1,1,0,0.00
409906,1,1,0,0.00
40996,1,1,0,0.00
4100,1,1,0,0.00
41000,1,1,0,0.00
4103,1,1,0,0.00
4107,1,1,0,0.00
41144,1,1,0,0.00
4116,1,1,0,0.00
412121,1,1,0,0.00
41244,1,1,0,0.00
4125,1,1,0,0.00
4127,1,1,0,0.00
4129,1,1,0,0.00
413026,1,1,0,0.00
41305,1,1,0,0.00
4131,1,1,0,0.00
4137,1,1,0,0.00
4139,1,1,0,0.00
41400,1,1,0,0.00
41457,1,1,0,0.00
414700,1,1,0,0.00
414893,1,1,0,0.00
4149,1,1,0,0.00
415085,1,1,0,0.00
41512,1,1,0,0.00
41544,1,1,0,0.00
41561,1,1,0,0.00
4160,1,1,0,0.00
4165,1,1,0,0.00
41685,1,1,0,0.00
41797,1,1,0,0.00
4182,1,1,0,0.00
4184,1,1,0,0.00
41845,1,1,0,0.00
4185,1,1,0,0.00
41861,1,1,0,0.00
41869,1,1,0,0.00
4192,1,1,0,0.00
4196,1,1,0,0.00
4197,1,1,0,0.00
41991,1,1,0,0.00
4200,1,1,0,0.00
